slope_angle,wolf_prob,rain_mm,cold_resistance,is_safe
44.09,0.131,23.45,Medium,0
39.81,0.621,32.36,Low,0
35.26,0.029,5.63,Medium,1
12.39,0.558,46.83,Medium,1
38.96,0.126,8.67,High,1
25.55,0.641,30.84,Low,0
42.65,0.34,35.06,Medium,0
49.76,0.632,52.72,Low,0
40.89,0.114,8.1,Low,1
39.46,0.188,0.0,Medium,0
3.43,0.223,39.64,Medium,1
34.37,0.615,39.96,Low,0
65.0,0.207,109.77,High,0
24.97,0.104,62.7,Medium,0
47.86,0.618,62.12,Medium,1
24.4,0.101,74.34,Medium,0
42.53,0.077,11.89,Medium,1
39.42,0.425,27.35,High,1
40.22,0.063,23.19,Medium,1
44.0,0.051,13.63,Medium,1
16.1,0.11,20.47,High,1
48.54,0.459,55.5,Medium,0
20.03,0.277,10.44,High,1
31.38,0.454,18.94,High,1
21.64,0.407,23.39,Medium,1
24.4,0.304,40.06,Low,1
23.91,0.588,46.3,Low,0
36.19,0.206,41.84,Low,0
35.21,0.039,0.58,Medium,1
7.23,0.012,8.9,Medium,1
29.48,0.664,40.76,Medium,0
19.85,0.213,44.7,Low,0
18.55,0.066,0.94,Medium,1
20.59,0.488,20.42,Medium,1
29.77,0.138,52.74,Medium,0
39.2,0.512,102.88,Low,0
41.24,0.68,54.22,Medium,0
40.62,0.155,0.0,Medium,1
13.14,0.104,87.87,High,1
9.16,0.313,29.14,Medium,1
15.62,0.074,25.69,Medium,1
7.1,0.09,87.71,Medium,1
32.71,0.286,3.11,Medium,1
55.03,0.213,28.65,High,0
26.8,0.345,56.01,Low,0
3.18,0.08,28.93,Medium,1
49.09,0.137,3.3,Medium,0
42.54,0.116,32.83,High,1
22.05,0.124,42.7,High,1
38.56,0.453,21.9,Medium,0
31.41,0.54,11.16,Medium,1
47.33,0.394,20.81,Medium,0
24.5,0.695,37.33,Low,0
13.26,0.008,16.55,High,1
43.24,0.669,12.17,Low,1
40.5,0.021,26.4,Medium,1
52.01,0.319,6.81,High,1
48.02,0.227,8.7,High,0
47.05,0.379,8.96,Medium,1
14.82,0.249,82.7,Medium,0
10.61,0.066,14.34,Medium,1
12.62,0.187,46.75,Medium,1
23.38,0.462,23.93,Medium,1
39.15,0.449,80.9,High,0
45.07,0.138,16.15,High,1
1.0,0.239,8.8,High,1
18.03,0.208,40.45,High,1
27.01,0.599,53.62,Medium,0
47.24,0.123,0.0,High,1
22.01,0.151,47.29,Medium,0
1.0,0.182,60.7,Medium,1
15.28,0.334,41.42,Medium,1
28.06,0.355,52.6,Low,0
13.14,0.0,30.93,Low,1
19.61,0.458,20.84,Low,1
48.19,0.344,28.83,Low,0
11.23,0.07,40.24,High,1
42.68,0.469,8.41,Low,1
8.09,0.0,22.45,High,1
61.16,0.359,0.0,Medium,1
14.64,0.0,13.1,Medium,1
13.0,0.059,3.27,Medium,0
15.77,0.117,96.65,Low,0
21.6,0.265,46.0,Medium,1
19.63,0.35,66.03,Medium,0
19.77,0.175,60.91,High,1
33.99,0.567,19.18,Medium,1
34.43,0.652,23.96,Medium,0
1.0,0.32,23.32,Medium,1
15.64,0.102,27.17,Medium,1
36.05,0.056,40.23,Medium,0
32.67,0.206,84.67,Low,0
25.65,0.188,12.22,High,1
16.72,0.066,24.73,Low,1
27.81,0.687,11.42,Low,1
49.56,0.361,48.38,Low,0
35.12,0.592,89.85,Medium,0
25.61,0.153,84.3,Medium,0
2.68,0.007,32.15,Medium,1
21.24,0.323,19.75,Medium,1
24.95,0.502,61.99,Medium,0
36.02,0.177,33.81,High,1
11.11,0.469,31.71,Medium,0
21.55,0.327,19.36,Low,1
55.14,0.125,9.57,Medium,1
8.09,0.0,47.83,Medium,1
18.64,0.115,34.12,Medium,1
14.88,0.028,1.62,High,1
49.87,0.281,45.84,Medium,0
35.37,0.509,57.81,Low,1
5.45,0.318,33.82,High,1
19.5,0.521,47.7,Low,0
46.91,0.483,19.79,Low,1
37.12,0.131,66.12,Medium,0
36.53,0.031,35.91,High,1
29.72,0.359,22.47,Medium,1
34.12,0.52,70.67,Low,0
44.02,0.285,33.72,Medium,1
4.17,0.054,43.07,High,1
12.52,0.237,1.79,Medium,1
37.09,0.684,32.69,Low,0
12.9,0.149,54.83,High,1
24.57,0.345,21.15,Medium,1
10.55,0.08,4.53,Medium,1
25.21,0.068,24.68,Medium,1
48.0,0.27,12.05,Low,1
46.75,0.003,5.59,Medium,1
10.75,0.109,0.0,Medium,1
36.72,0.349,22.94,Medium,1
22.27,0.027,10.48,High,1
8.05,0.147,44.45,Medium,1
9.35,0.039,1.64,Medium,1
22.29,0.188,44.21,Medium,1
53.55,0.329,10.61,Medium,1
42.34,0.419,37.41,Medium,0
22.44,0.049,30.32,Medium,1
36.8,0.723,86.41,Low,0
28.36,0.123,25.86,Medium,0
6.95,0.065,20.87,High,1
24.4,0.026,18.75,Medium,1
22.5,0.074,29.97,High,1
42.77,0.343,51.68,Medium,0
56.67,0.737,60.48,Low,0
43.51,0.551,45.35,Low,0
50.55,0.177,18.92,Medium,1
27.88,0.945,67.69,Medium,0
38.85,0.355,113.22,Low,0
8.19,0.115,13.96,Medium,1
42.57,0.79,16.34,Medium,1
42.05,0.207,25.21,Low,0
42.31,0.622,98.05,Low,0
25.18,0.811,25.17,Medium,1
30.62,0.208,7.47,Medium,1
50.13,0.022,0.0,Medium,1
45.98,0.32,4.2,Medium,1
12.26,0.198,22.29,High,1
22.01,0.241,3.81,High,1
15.76,0.177,77.91,Medium,1
25.98,0.29,14.42,Medium,1
51.77,0.163,11.26,Medium,1
50.44,0.273,4.67,Medium,1
17.24,0.294,16.15,Low,1
58.92,0.495,0.0,Medium,0
29.0,0.393,40.12,Medium,0
28.57,0.112,7.38,Low,1
22.25,0.375,25.34,Low,1
33.1,0.189,8.83,High,1
29.91,0.75,27.4,Low,0
22.15,0.48,26.44,High,1
38.03,0.204,111.84,High,0
44.01,0.095,2.71,Medium,1
50.42,0.011,13.12,Medium,1
28.98,0.745,42.7,High,0
15.79,0.133,13.77,Low,0
44.61,0.0,0.0,Low,1
8.83,0.214,21.71,Medium,1
6.62,0.038,53.98,Low,1
16.17,0.196,6.5,Medium,1
37.69,0.41,4.28,Medium,1
20.3,0.079,50.02,High,1
22.11,0.251,83.82,Low,0
50.64,0.0,26.2,Medium,1
43.91,0.375,27.82,Medium,0
63.57,0.658,61.79,Low,0
48.6,0.675,96.7,Medium,0
15.47,0.344,59.34,High,1
42.48,0.74,30.97,Low,0
10.34,0.162,0.0,Medium,1
15.26,0.23,27.27,Medium,1
47.29,0.302,14.24,Medium,1
9.77,0.239,20.85,Medium,1
4.76,0.22,45.85,Low,1
43.9,0.514,65.52,Medium,0
9.06,0.15,1.15,High,1
29.78,0.237,11.38,Medium,1
40.35,0.069,10.45,Low,1
25.06,0.024,2.67,Medium,1
6.18,0.117,15.47,Medium,1
36.76,0.062,19.56,High,1
25.2,0.315,26.05,Medium,1
1.0,0.128,25.43,High,1
30.82,0.023,60.4,Low,0
34.18,0.654,39.94,High,0
17.66,0.093,66.35,Medium,0
19.49,0.039,9.17,Medium,1
28.1,0.362,27.05,High,1
1.0,0.304,40.33,High,1
38.26,0.198,29.0,Low,1
53.65,0.765,49.72,High,0
12.85,0.0,15.23,Medium,1
29.46,0.39,22.29,Medium,1
34.65,0.128,9.74,Medium,1
8.31,0.621,41.57,Medium,1
35.54,0.303,13.65,Medium,1
30.46,0.3,13.24,Low,1
13.09,0.122,21.07,Low,1
21.7,0.342,32.87,Low,1
47.5,0.098,31.95,Low,0
44.41,0.191,0.0,High,1
21.05,0.164,88.77,High,0
14.18,0.08,51.36,Medium,1
23.32,0.076,94.71,Low,0
35.76,0.431,0.0,High,1
39.08,0.623,47.81,Medium,0
12.28,0.074,22.9,Medium,1
25.62,0.171,39.99,Low,0
37.87,0.224,11.17,High,1
36.79,0.048,31.39,Medium,0
11.45,0.175,40.72,Medium,0
13.46,0.09,23.84,Medium,1
43.24,0.112,0.0,High,1
16.91,0.197,53.47,Medium,1
20.2,0.799,40.93,Medium,1
20.91,0.756,35.9,Medium,1
26.3,0.368,59.56,Medium,0
37.36,0.548,48.48,Medium,0
54.3,0.62,12.32,Medium,1
19.79,0.147,61.86,High,1
50.38,0.591,14.69,Low,1
42.91,0.61,34.36,Low,0
20.52,0.096,44.62,High,1
46.89,0.618,17.52,Medium,1
17.06,0.092,42.04,Low,1
42.26,0.208,14.1,Low,1
39.57,0.635,21.42,High,1
43.37,0.232,18.24,Medium,1
43.18,0.595,108.52,High,0
21.39,0.83,77.63,Low,0
16.52,0.188,10.34,Medium,1
38.76,0.163,6.9,Low,0
45.91,0.018,11.5,Medium,1
47.2,0.629,52.66,High,0
1.0,0.0,16.43,High,1
47.88,0.768,27.51,Medium,1
44.99,0.213,36.34,Medium,0
20.82,0.08,29.02,High,1
19.25,0.724,11.16,Low,1
5.67,0.013,1.33,High,1
16.18,0.0,6.84,Medium,1
14.12,0.06,13.58,Medium,1
3.44,0.062,9.54,High,1
20.98,0.438,13.28,Low,1
20.09,0.033,117.96,Medium,0
15.97,0.105,21.17,Medium,1
36.95,0.73,16.1,Low,0
23.59,0.132,4.29,High,1
9.28,0.178,16.11,Medium,1
15.53,0.183,18.88,Medium,1
25.5,0.004,13.15,High,1
14.88,0.273,102.68,Low,0
35.94,0.208,13.74,Medium,1
19.83,0.156,30.19,High,1
45.43,0.412,17.06,Low,1
13.36,0.054,42.9,High,1
44.99,0.068,19.43,Low,1
48.72,0.257,8.4,Medium,1
32.7,0.026,0.0,Medium,1
13.78,0.041,4.99,High,1
46.07,0.519,51.31,Medium,0
32.68,0.626,43.67,Medium,0
32.53,0.812,17.4,Medium,1
13.86,0.006,61.87,Medium,1
9.39,0.103,42.86,High,1
21.61,0.187,70.76,High,1
20.31,0.199,23.01,Low,1
31.35,0.124,31.62,Low,1
26.24,0.217,30.0,Medium,1
54.33,0.257,7.28,Medium,1
45.7,0.096,22.92,Medium,1
12.47,0.163,33.26,Medium,1
41.34,0.753,25.78,High,0
13.02,0.256,47.13,High,1
1.0,0.198,49.29,Medium,1
18.63,0.072,14.95,High,1
53.85,0.116,3.35,High,1
10.24,0.235,71.85,Low,1
29.5,0.368,27.32,Medium,1
8.03,0.251,42.0,Medium,1
36.07,0.398,17.39,Medium,1
52.92,0.058,15.46,Low,1
22.78,0.187,5.71,High,1
29.11,0.32,75.22,High,0
22.91,0.36,31.4,Medium,1
26.8,0.49,14.3,High,1
31.65,0.149,10.86,Medium,1
51.17,0.34,38.99,Low,0
38.95,0.252,59.44,Low,0
34.48,0.101,7.18,Medium,1
35.1,0.476,36.12,Medium,0
44.1,0.405,5.85,Medium,1
21.14,0.088,27.17,Medium,1
31.73,0.554,27.69,Low,1
10.26,0.219,46.92,Medium,1
40.24,0.204,9.79,Low,1
30.3,0.155,33.35,Medium,1
25.11,0.28,22.7,Medium,1
6.65,0.026,7.47,Medium,1
41.67,0.203,13.84,Medium,1
48.3,0.284,24.86,Medium,0
14.86,0.244,58.07,Medium,1
6.56,0.304,2.13,Medium,1
25.59,0.557,24.35,Medium,1
21.87,0.256,62.85,Medium,1
44.32,0.0,6.86,Low,1
12.73,0.367,27.95,Medium,1
13.0,0.082,4.58,Medium,1
31.82,0.659,52.47,Medium,0
29.79,0.394,76.43,Low,0
41.57,0.26,1.55,Medium,1
34.68,0.0,10.22,High,1
43.12,0.489,11.66,Medium,1
37.28,0.679,41.51,Low,0
43.52,0.577,54.85,Medium,1
49.88,0.181,10.66,Medium,1
42.71,0.554,57.91,Medium,0
33.81,0.039,0.19,Medium,1
40.58,0.752,34.08,Low,0
64.89,0.076,14.34,Low,1
38.21,0.188,22.72,Medium,1
30.63,0.403,9.13,High,1
18.39,0.154,55.86,High,0
19.29,0.024,13.96,Medium,1
36.83,0.699,33.33,Low,0
